item_path,item_kind,status,shadow_item,drift_confidence,shadow_elicit_impl,shadow_can_be_direct,shadow_missing_external_traits,shadow_missing_our_traits,notes
geo::algorithm::line_measures::length::LengthMeasurable,Trait,Missing,,,,,,,
geo::algorithm::line_measures::metric_spaces::euclidean::Euclidean,Struct,Missing,,,,,,,
geo::algorithm::line_measures::metric_spaces::geodesic::GeodesicMeasure,Struct,Missing,,,,,,,
geo::algorithm::line_measures::metric_spaces::haversine::Haversine,Constant,Missing,,,,,,,
geo::algorithm::line_measures::metric_spaces::haversine::HaversineMeasure,Struct,Missing,,,,,,,
geo::algorithm::line_measures::metric_spaces::rhumb::Rhumb,Struct,Missing,,,,,,,
geo::algorithm::lines_iter::LineStringIter,Struct,Missing,,,,,,,
geo::algorithm::lines_iter::LinesIter,Trait,Missing,,,,,,,
geo::algorithm::lines_iter::MapLinesIter,Struct,Missing,,,,,,,
geo::algorithm::linestring_segment::LineStringSegmentize,Trait,Missing,,,,,,,
geo::algorithm::linestring_segment::LineStringSegmentizeHaversine,Trait,Missing,,,,,,,
geo::algorithm::map_coords::MapCoords,Trait,Missing,,,,,,,
geo::algorithm::map_coords::MapCoordsInPlace,Trait,Missing,,,,,,,
geo::algorithm::minimum_rotated_rect::MinimumRotatedRect,Trait,Missing,,,,,,,
geo::algorithm::monotone::MonotonicPolygons,Struct,Missing,,,,,,,
geo::algorithm::monotone::builder::monotone_subdivision,Function,Missing,,,,,,,
geo::algorithm::monotone::mono_poly::MonoPoly,Struct,Missing,,,,,,,
geo::algorithm::monotone_chain::chain::MonotoneChain,Struct,Missing,,,,,,,
geo::algorithm::monotone_chain::chain_iter::MonotoneChains,Trait,Missing,,,,,,,
geo::algorithm::monotone_chain::geometry::geometry::MonotoneChainGeometry,Enum,Missing,,,,,,,
geo::algorithm::monotone_chain::geometry::linestring::MonotoneChainLineString,Struct,Missing,,,,,,,
geo::algorithm::monotone_chain::geometry::multilinestring::MonotoneChainMultiLineString,Struct,Missing,,,,,,,
geo::algorithm::monotone_chain::geometry::multipolygon::MonotoneChainMultiPolygon,Struct,Missing,,,,,,,
geo::algorithm::monotone_chain::geometry::polygon::MonotoneChainPolygon,Struct,Missing,,,,,,,
geo::algorithm::monotone_chain::segment::MonotoneChainSegment,Struct,Missing,,,,,,,
geo::algorithm::orient::Direction,Enum,Missing,,,,,,,
geo::algorithm::orient::Orient,Trait,Missing,,,,,,,
geo::algorithm::outlier_detection::OutlierDetection,Trait,Missing,,,,,,,
geo::algorithm::outlier_detection::PreparedDetector,Struct,Missing,,,,,,,
geo::algorithm::relate::Relate,Trait,Missing,,,,,,,
geo::algorithm::relate::geomgraph::geometry_graph::GeometryGraph,Struct,Missing,,,,,,,
geo::algorithm::relate::geomgraph::intersection_matrix::IntersectionMatrix,Struct,Missing,,,,,,,
geo::algorithm::relate::geomgraph::intersection_matrix::InvalidInputError,Struct,Missing,,,,,,,
geo::algorithm::remove_repeated_points::RemoveRepeatedPoints,Trait,Missing,,,,,,,
geo::algorithm::repair_polygon::MakeValid,Trait,Missing,,,,,,,
geo::algorithm::repair_polygon::RepairPolygonError,Enum,Missing,,,,,,,
geo::algorithm::rhumb::bearing::RhumbBearing,Trait,Missing,,,,,,,
geo::algorithm::rhumb::destination::RhumbDestination,Trait,Missing,,,,,,,
geo::algorithm::rhumb::distance::RhumbDistance,Trait,Missing,,,,,,,
geo::algorithm::rhumb::intermediate::RhumbIntermediate,Trait,Missing,,,,,,,
geo::algorithm::rhumb::length::RhumbLength,Trait,Missing,,,,,,,
geo::algorithm::rotate::Rotate,Trait,Missing,,,,,,,
geo::algorithm::scale::Scale,Trait,Missing,,,,,,,
geo::algorithm::simplify::Simplify,Trait,Missing,,,,,,,
geo::algorithm::simplify::SimplifyIdx,Trait,Missing,,,,,,,
geo::algorithm::simplify_vw::SimplifyVw,Trait,Missing,,,,,,,
geo::algorithm::simplify_vw::SimplifyVwIdx,Trait,Missing,,,,,,,
geo::algorithm::simplify_vw::SimplifyVwPreserve,Trait,Missing,,,,,,,
geo::algorithm::skew::Skew,Trait,Missing,,,,,,,
geo::algorithm::stitch::LineStitchingError,Enum,Missing,,,,,,,
geo::algorithm::stitch::StitchTriangles,Trait,Missing,,,,,,,
geo::algorithm::stitch::private::Stitchable,Trait,Missing,,,,,,,
geo::algorithm::sweep::Intersections,Struct,Missing,,,,,,,
geo::algorithm::sweep::cross::Cross,Trait,Missing,,,,,,,
geo::algorithm::translate::Translate,Trait,Missing,,,,,,,
geo::algorithm::triangulate_delaunay::DelaunayTriangulationConfig,Struct,Missing,,,,,,,
geo::algorithm::triangulate_delaunay::SpadeTriangulationFloat,Trait,Missing,,,,,,,
geo::algorithm::triangulate_delaunay::Triangles,TypeAlias,Missing,,,,,,,
geo::algorithm::triangulate_delaunay::TriangulateDelaunay,Trait,Missing,,,,,,,
geo::algorithm::triangulate_delaunay::TriangulateDelaunayUnconstrained,Trait,Missing,,,,,,,
geo::algorithm::triangulate_delaunay::TriangulationError,Enum,Missing,,,,,,,
geo::algorithm::triangulate_delaunay::TriangulationResult,TypeAlias,Missing,,,,,,,
geo::algorithm::triangulate_delaunay::private::ConstrainedRequirementTrait,Trait,Missing,,,,,,,
geo::algorithm::triangulate_delaunay::private::UnconstrainedRequirementTrait,Trait,Missing,,,,,,,
geo::algorithm::triangulate_earcut::Iter,Struct,Missing,,,,,,,
geo::algorithm::triangulate_earcut::RawTriangulation,Struct,Missing,,,,,,,
geo::algorithm::triangulate_earcut::TriangulateEarcut,Trait,Missing,,,,,,,
geo::algorithm::triangulate_spade::SpadeTriangulationConfig,Struct,Missing,,,,,,,
geo::algorithm::triangulate_spade::SpadeTriangulationFloat,Trait,Missing,,,,,,,
geo::algorithm::triangulate_spade::Triangles,TypeAlias,Missing,,,,,,,
geo::algorithm::triangulate_spade::TriangulateSpade,Trait,Missing,,,,,,,
geo::algorithm::triangulate_spade::TriangulationError,Enum,Missing,,,,,,,
geo::algorithm::triangulate_spade::TriangulationResult,TypeAlias,Missing,,,,,,,
geo::algorithm::triangulate_spade::private::TriangulationRequirementTrait,Trait,Missing,,,,,,,
geo::algorithm::validation::CoordIndex,Struct,Missing,,,,,,,
geo::algorithm::validation::GeometryIndex,Struct,Missing,,,,,,,
geo::algorithm::validation::RingRole,Enum,Missing,,,,,,,
geo::algorithm::validation::Validation,Trait,Missing,,,,,,,
geo::algorithm::validation::coord::InvalidCoord,Enum,Missing,,,,,,,
geo::algorithm::validation::geometry::InvalidGeometry,Enum,Missing,,,,,,,
geo::algorithm::validation::geometry_collection::InvalidGeometryCollection,Enum,Missing,,,,,,,
geo::algorithm::validation::line::InvalidLine,Enum,Missing,,,,,,,
geo::algorithm::validation::line_string::InvalidLineString,Enum,Missing,,,,,,,
geo::algorithm::validation::multi_line_string::InvalidMultiLineString,Enum,Missing,,,,,,,
geo::algorithm::validation::multi_point::InvalidMultiPoint,Enum,Missing,,,,,,,
geo::algorithm::validation::multi_polygon::InvalidMultiPolygon,Enum,Missing,,,,,,,
geo::algorithm::validation::point::InvalidPoint,Enum,Missing,,,,,,,
geo::algorithm::validation::polygon::InvalidPolygon,Enum,Missing,,,,,,,
geo::algorithm::validation::rect::InvalidRect,Enum,Missing,,,,,,,
geo::algorithm::validation::triangle::InvalidTriangle,Enum,Missing,,,,,,,
geo::algorithm::vector_ops::Vector2DOps,Trait,Missing,,,,,,,
geo::algorithm::vincenty_distance::FailedToConvergeError,Struct,Missing,,,,,,,
geo::algorithm::vincenty_distance::VincentyDistance,Trait,Missing,,,,,,,
geo::algorithm::vincenty_length::VincentyLength,Trait,Missing,,,,,,,
geo::algorithm::voronoi::Voronoi,Trait,Missing,,,,,,,
geo::algorithm::voronoi::VoronoiClip,Enum,Missing,,,,,,,
geo::algorithm::voronoi::VoronoiError,Enum,Missing,,,,,,,
geo::algorithm::voronoi::VoronoiParams,Struct,Missing,,,,,,,
geo::algorithm::winding_order::Points,Struct,Missing,,,,,,,
geo::algorithm::winding_order::Winding,Trait,Missing,,,,,,,
geo::algorithm::winding_order::WindingOrder,Enum,Missing,,,,,,,
geo::algorithm::winding_order::triangle_winding_order,Function,Missing,,,,,,,
geo::algorithm::within::Within,Trait,Missing,,,,,,,
geo::geometry_cow::GeometryCow,Enum,Missing,,,,,,,
geo::geometry_delegate_impl,Macro,Missing,,,,,,,
geo::types::Closest,Enum,Missing,,,,,,,
geo_types::CoordFloat,Trait,Missing,,,,,,,
geo_types::CoordNum,Trait,Missing,,,,,,,
geo_types::CoordinateType,Trait,Missing,,,,,,,
geo_types::coord,Macro,Missing,,,,,,,
geo_types::error::Error,Enum,Missing,,,,,,,
geo_types::geometry::Geometry,Enum,Missing,,,,,,,
geo_types::geometry::coord::Coord,Struct,Missing,,,,,,,
geo_types::geometry::geometry_collection::GeometryCollection,Struct,Missing,,,,,,,
geo_types::geometry::geometry_collection::IntoIteratorHelper,Struct,Missing,,,,,,,
geo_types::geometry::geometry_collection::IterHelper,Struct,Missing,,,,,,,
geo_types::geometry::geometry_collection::IterMutHelper,Struct,Missing,,,,,,,
geo_types::geometry::line::Line,Struct,Missing,,,,,,,
geo_types::geometry::line_string::CoordinatesIter,Struct,Missing,,,,,,,
geo_types::geometry::line_string::LineString,Struct,Missing,,,,,,,
geo_types::geometry::line_string::PointsIter,Struct,Missing,,,,,,,
geo_types::geometry::multi_line_string::MultiLineString,Struct,Missing,,,,,,,
geo_types::geometry::multi_point::MultiPoint,Struct,Missing,,,,,,,
geo_types::geometry::multi_polygon::MultiPolygon,Struct,Missing,,,,,,,
geo_types::geometry::point::Point,Struct,Missing,,,,,,,
geo_types::geometry::polygon::ListSign,Enum,Missing,,,,,,,
geo_types::geometry::polygon::Polygon,Struct,Missing,,,,,,,
geo_types::geometry::rect::InvalidRectCoordinatesError,Struct,Missing,,,,,,,
geo_types::geometry::rect::Rect,Struct,Missing,,,,,,,
geo_types::geometry::triangle::Triangle,Struct,Missing,,,,,,,
geo_types::line_string,Macro,Missing,,,,,,,
geo_types::point,Macro,Missing,,,,,,,
geo_types::polygon,Macro,Missing,,,,,,,
geo_types::private_utils::get_bounding_rect,Function,Missing,,,,,,,
geo_types::private_utils::line_string_bounding_rect,Function,Missing,,,,,,,
geo_types::wkt,Macro,Missing,,,,,,,
geographiclib_rs::geodesic::DirectGeodesic,Trait,Missing,,,,,,,
geographiclib_rs::geodesic::Geodesic,Struct,Missing,,,,,,,
geographiclib_rs::geodesic::InverseGeodesic,Trait,Missing,,,,,,,
geographiclib_rs::geodesic_line::GeodesicLine,Struct,Missing,,,,,,,
geographiclib_rs::polygon_area::PolygonArea,Struct,Missing,,,,,,,
geographiclib_rs::polygon_area::Winding,Enum,Missing,,,,,,,
