target_crate,shadow_crate,item_path,item_kind,gap_kind,matched_shadow_item,drift_confidence,notes
jiff,elicit_jiff,jiff::tz::offset::OffsetArithmetic,Struct,Missing,,,
jiff,elicit_jiff,jiff::tz::offset::OffsetConflict,Enum,Missing,,,
jiff,elicit_jiff,jiff::tz::offset::OffsetRound,Struct,Missing,,,
jiff,elicit_jiff,jiff::tz::timezone::TimeZone,Struct,Missing,,,
jiff,elicit_jiff,jiff::tz::timezone::TimeZoneFollowingTransitions,Struct,Missing,,,
jiff,elicit_jiff,jiff::tz::timezone::TimeZoneOffsetInfo,Struct,Missing,,,
jiff,elicit_jiff,jiff::tz::timezone::TimeZonePrecedingTransitions,Struct,Missing,,,
jiff,elicit_jiff,jiff::tz::timezone::TimeZoneTransition,Struct,Missing,,,
jiff,elicit_jiff,jiff::util::round::RoundMode,Enum,Missing,,,
jiff,elicit_jiff,jiff::zoned::ZonedArithmetic,Struct,Missing,,,
jiff,elicit_jiff,jiff::zoned::ZonedDifference,Struct,Missing,,,
jiff,elicit_jiff,jiff::zoned::ZonedRound,Struct,Missing,,,
jiff,elicit_jiff,jiff::zoned::ZonedSeries,Struct,Missing,,,
jiff,elicit_jiff,jiff::zoned::ZonedWith,Struct,Missing,,,
jiff,elicit_jiff,jiff_tzdb::TimeZoneNameIter,Struct,Missing,,,
proj,elicit_proj,proj::proj::Area,Struct,Missing,,,
proj,elicit_proj,proj::proj::Info,Struct,Missing,,,
proj,elicit_proj,proj::proj::Proj,Struct,Missing,,,
proj,elicit_proj,proj::proj::ProjBuilder,Struct,Missing,,,
proj,elicit_proj,proj::proj::ProjCreateError,Enum,Missing,,,
proj,elicit_proj,proj::proj::ProjError,Enum,Missing,,,
proj,elicit_proj,proj::proj::ProjInfo,Struct,Missing,,,
proj,elicit_proj,proj::proj::WktOptions,Struct,Missing,,,
proj,elicit_proj,proj::proj::WktOutputAxis,Enum,Missing,,,
proj,elicit_proj,proj::proj::WktVersion,Enum,Missing,,,
proj,elicit_proj,proj::transform::TransformError,Enum,Missing,,,
proj,elicit_proj,proj_sys::P5_FACTORS,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_AREA,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_AXIS_DESCRIPTION,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_CONTEXT,TypeAlias,Missing,,,
proj,elicit_proj,proj_sys::PJ_ELLPS,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_ENU,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_GEOD,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_GRID_INFO,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_INFO,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_INIT_INFO,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_INSERT_SESSION,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_LIST,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_LP,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_LPZ,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_LPZT,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_OBJ_LIST,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_OPERATION_FACTORY_CONTEXT,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_OPK,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_PARAM_DESCRIPTION,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_PRIME_MERIDIANS,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_PROJ_INFO,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_UNITS,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_UV,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_UVW,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_UVWT,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_XY,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_XYZ,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJ_XYZT,Struct,Missing,,,
proj,elicit_proj,proj_sys::PJconsts,Struct,Missing,,,
proj,elicit_proj,proj_sys::PROJ_CELESTIAL_BODY_INFO,Struct,Missing,,,
proj,elicit_proj,proj_sys::PROJ_CRS_INFO,Struct,Missing,,,
proj,elicit_proj,proj_sys::PROJ_CRS_LIST_PARAMETERS,Struct,Missing,,,
proj,elicit_proj,proj_sys::PROJ_FILE_API,Struct,Missing,,,
proj,elicit_proj,proj_sys::PROJ_FILE_HANDLE,Struct,Missing,,,
proj,elicit_proj,proj_sys::PROJ_NETWORK_HANDLE,Struct,Missing,,,
proj,elicit_proj,proj_sys::PROJ_UNIT_INFO,Struct,Missing,,,
proj,elicit_proj,proj_sys::pj_ctx,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui::init::DefaultTerminal,TypeAlias,Missing,,,
ratatui,elicit_ratatui,ratatui_core::backend::ClearType,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::backend::WindowSize,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::backend::test::TestBackend,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::backend::test::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::backend::test::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::backend::test::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::buffer::buffer::Buffer,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::buffer::buffer::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::buffer::buffer::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::buffer::buffer::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::buffer::cell::Cell,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::buffer::cell::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::buffer::cell::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::buffer::cell::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::alignment::Alignment,TypeAlias,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::alignment::HorizontalAlignment,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::alignment::VerticalAlignment,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::alignment::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::alignment::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::alignment::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::alignment::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::alignment::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::alignment::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::constraint::Constraint,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::constraint::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::constraint::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::constraint::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::constraint::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::direction::Direction,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::direction::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::direction::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::direction::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::flex::Flex,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::flex::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::flex::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::flex::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::layout::Element,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::layout::Layout,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::layout::Spacing,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::layout::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::layout::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::layout::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::layout::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::layout::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::layout::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::margin::Margin,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::margin::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::margin::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::margin::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::offset::Offset,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::offset::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::offset::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::offset::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::position::Position,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::position::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::position::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::position::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::rect::Rect,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::rect::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::rect::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::rect::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::rect::iter::Columns,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::rect::iter::Positions,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::rect::iter::Rows,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::size::Size,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::size::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::size::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::layout::size::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::Modifier,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::Style,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::_::InternalBitFlags,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::_::deserialize::visit_map::__DeserializeWith,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::_::deserialize::visit_map::__DeserializeWith,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::_::deserialize::visit_seq::__DeserializeWith,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::_::deserialize::visit_seq::__DeserializeWith,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::color::Color,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::color::ParseColorError,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::color::deserialize::ColorFormat,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::color::deserialize::ColorWrapper,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::color::deserialize::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::color::deserialize::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::color::deserialize::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::color::deserialize::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::material::AccentedPalette,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::material::NonAccentedPalette,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::material::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::material::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::material::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::material::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::material::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::material::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::tailwind::Palette,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::tailwind::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::tailwind::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::palette::tailwind::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::stylize::ColorDebug,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::style::stylize::ColorDebugKind,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::symbols::bar::Set,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::symbols::block::Set,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::symbols::border::Set,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::symbols::line::Set,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::symbols::marker::Marker,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::symbols::merge::BorderSymbol,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::symbols::merge::BorderSymbolError,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::symbols::merge::LineStyle,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::symbols::merge::MergeStrategy,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::symbols::scrollbar::Set,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::terminal::frame::CompletedFrame,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::terminal::frame::Frame,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::terminal::terminal::Options,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::terminal::terminal::Terminal,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::terminal::viewport::Viewport,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_core::text::grapheme::StyledGrapheme,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::text::line::Line,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::text::masked::Masked,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::text::span::Span,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_core::text::text::Text,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_crossterm::CrosstermBackend,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_crossterm::ScrollDownInRegion,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_crossterm::ScrollUpInRegion,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_termion::Bg,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_termion::Fg,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_termion::ModifierDiff,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_termion::ResetRegion,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_termion::SetRegion,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_termion::TermionBackend,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_termwiz::TermwizBackend,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::barchart::BarChart,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::barchart::LabelInfo,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::barchart::bar::Bar,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::barchart::bar_group::BarGroup,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::block::Block,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::block::TitlePosition,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::block::padding::Padding,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::block::padding::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::block::padding::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::block::padding::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::borders::BorderType,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::borders::Borders,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::borders::_::InternalBitFlags,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::borders::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::borders::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::borders::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::borders::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::calendar::CalendarEventStore,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::calendar::Monthly,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::Canvas,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::CharGrid,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::Context,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::HalfBlockGrid,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::Label,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::Layer,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::LayerCell,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::Painter,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::PatternCell,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::PatternGrid,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::circle::Circle,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::line::Line,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::map::Map,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::map::MapResolution,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::points::Points,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::canvas::rectangle::Rectangle,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::chart::Axis,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::chart::Chart,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::chart::Dataset,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::chart::GraphType,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::clear::Clear,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::gauge::Gauge,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::gauge::LineGauge,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::list::List,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::list::ListDirection,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::list::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::list::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::list::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::list::item::ListItem,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::list::state::ListState,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::list::state::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::list::state::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::list::state::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::logo::RatatuiLogo,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::logo::Size,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::mascot::MascotEyeColor,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::mascot::RatatuiMascot,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::paragraph::Paragraph,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::paragraph::Wrap,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::reflow::LineTruncator,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::reflow::WordWrapper,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::ScrollDirection,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::Scrollbar,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::scrollbar::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::sparkline::AbsentValueSymbol,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::sparkline::RenderDirection,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::sparkline::Sparkline,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::sparkline::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::sparkline::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::sparkline::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::Table,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::cell::Cell,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::highlight_spacing::HighlightSpacing,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::highlight_spacing::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::highlight_spacing::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::highlight_spacing::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::row::Row,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::state::TableState,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::state::_::deserialize::__Field,Enum,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::state::_::deserialize::__FieldVisitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::table::state::_::deserialize::__Visitor,Struct,Missing,,,
ratatui,elicit_ratatui,ratatui_widgets::tabs::Tabs,Struct,Missing,,,
redb,elicit_redb,redb::Result,TypeAlias,Missing,,,
redb,elicit_redb,redb::db::Builder,Struct,Missing,,,
redb,elicit_redb,redb::db::CacheStats,Struct,Missing,,,
redb,elicit_redb,redb::db::Database,Struct,Missing,,,
redb,elicit_redb,redb::db::MultimapTableDefinition,Struct,Missing,,,
redb,elicit_redb,redb::db::ReadOnlyDatabase,Struct,Missing,,,
redb,elicit_redb,redb::db::RepairSession,Struct,Missing,,,
redb,elicit_redb,redb::db::TableDefinition,Struct,Missing,,,
redb,elicit_redb,redb::db::UntypedMultimapTableHandle,Struct,Missing,,,
redb,elicit_redb,redb::db::UntypedTableHandle,Struct,Missing,,,
redb,elicit_redb,redb::error::CommitError,Enum,Missing,,,
redb,elicit_redb,redb::error::CompactionError,Enum,Missing,,,
redb,elicit_redb,redb::error::DatabaseError,Enum,Missing,,,
redb,elicit_redb,redb::error::Error,Enum,Missing,,,
redb,elicit_redb,redb::error::SavepointError,Enum,Missing,,,
redb,elicit_redb,redb::error::SetDurabilityError,Enum,Missing,,,
redb,elicit_redb,redb::error::StorageError,Enum,Missing,,,
redb,elicit_redb,redb::error::TableError,Enum,Missing,,,
redb,elicit_redb,redb::error::TransactionError,Enum,Missing,,,
redb,elicit_redb,redb::multimap_table::MultimapRange,Struct,Missing,,,
redb,elicit_redb,redb::multimap_table::MultimapTable,Struct,Missing,,,
redb,elicit_redb,redb::multimap_table::MultimapValue,Struct,Missing,,,
redb,elicit_redb,redb::multimap_table::ReadOnlyMultimapTable,Struct,Missing,,,
redb,elicit_redb,redb::multimap_table::ReadOnlyUntypedMultimapTable,Struct,Missing,,,
redb,elicit_redb,redb::table::ExtractIf,Struct,Missing,,,
redb,elicit_redb,redb::table::Range,Struct,Missing,,,
redb,elicit_redb,redb::table::ReadOnlyTable,Struct,Missing,,,
redb,elicit_redb,redb::table::ReadOnlyUntypedTable,Struct,Missing,,,
redb,elicit_redb,redb::table::Table,Struct,Missing,,,
redb,elicit_redb,redb::table::TableStats,Struct,Missing,,,
redb,elicit_redb,redb::transactions::DatabaseStats,Struct,Missing,,,
