type_path,type_kind,api_family,is_generic,lifetime_params,type_params,elicit_impl,proof_test,composition_test,row_kind,primary_gap_kind,our_traits_complete,direct_our_traits_complete,covered_indirectly,coverage_provider,wrapper_paths,direct_missing_our_traits,feature_unlock_possible,feature_owner_crate,blocked_reason,has_serialize,has_deserialize,has_json_schema,has_elicitation,has_elicit_introspect,has_elicit_spec,has_elicit_prompt_tree,has_to_code_literal,can_be_direct,missing_external_traits,missing_our_traits,candidate_unlock_features,action,notes
bevy_window::window::PresentMode,Enum,bevy_window::window::PresentMode,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::window::BevyPresentMode,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::window::BevyPresentMode),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_window::window::WindowLevel,Enum,bevy_window::window::WindowLevel,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::window::BevyWindowLevel,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::window::BevyWindowLevel),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_window::window::WindowResolution,Struct,bevy_window::window::WindowResolution,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::window::BevyWindowResolution,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::window::BevyWindowResolution),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_window::window::WindowTheme,Enum,bevy_window::window::WindowTheme,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::window::BevyWindowTheme,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::window::BevyWindowTheme),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
chrono::datetime::DateTime,Struct,chrono::datetime::DateTime,false,,,Complete,Missing,Missing,Covered,,true,true,false,direct,elicitation::verification::types::datetimes::DateTimeUtcAfter;elicitation::verification::types::datetimes::DateTimeUtcBefore,,false,,,absent,absent,absent,absent,absent,absent,absent,absent,false,,,,,
chrono::month::Month,Enum,chrono::month::Month,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::datetime_chrono::MonthSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::datetime_chrono::MonthSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
chrono::naive::datetime::NaiveDateTime,Struct,chrono::naive::datetime,false,,,Complete,Missing,Missing,Covered,,true,true,false,direct,elicitation::verification::types::datetimes::NaiveDateTimeAfter,,false,,,absent,absent,absent,absent,absent,absent,absent,absent,false,,,,,
chrono::offset::utc::Utc,Struct,chrono::offset::utc,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::verification::types::datetimes::DateTimeUtcAfter;elicitation::verification::types::datetimes::DateTimeUtcBefore,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,"wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::verification::types::datetimes::DateTimeUtcAfter, elicitation::verification::types::datetimes::DateTimeUtcBefore)",absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
cursor_icon::CursorIcon,Enum,cursor_icon::CursorIcon,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::winit_types::trenchcoats::WinitCursorIconSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::winit_types::trenchcoats::WinitCursorIconSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
egui::WidgetType,Enum,egui::WidgetType,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::WidgetTypeSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::WidgetTypeSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
egui::data::input::PointerButton,Enum,egui::data::input,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::PointerButtonSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::PointerButtonSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
egui::data::input::TouchPhase,Enum,egui::data::input,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::TouchPhaseSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::TouchPhaseSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
egui::data::key::Key,Enum,egui::data::key,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::KeySelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::KeySelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
egui::data::output::CursorIcon,Enum,egui::data::output,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::CursorIconSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::CursorIconSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
egui::layers::Order,Enum,egui::layers::Order,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::OrderSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::OrderSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
egui::memory::theme::Theme,Enum,egui::memory::theme,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::ThemeSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::ThemeSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
egui::memory::theme::ThemePreference,Enum,egui::memory::theme,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::ThemePreferenceSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::ThemePreferenceSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
egui::style::TextStyle,Enum,egui::style::TextStyle,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::TextStyleSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::TextStyleSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
egui::ui_stack::UiKind,Enum,egui::ui_stack::UiKind,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::UiKindSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::UiKindSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
elicitation::datetime_chrono::MonthSelect,Struct,elicitation::datetime_chrono::MonthSelect,false,,,Complete,Missing,Missing,Covered,,true,true,false,direct,,,false,,,present,present,present,present,present,present,present,present,true,,,,,
emath::align::Align,Enum,emath::align::Align,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::AlignSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::AlignSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
epaint::direction::Direction,Enum,epaint::direction::Direction,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::DirectionSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::DirectionSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
epaint::text::fonts::FontFamily,Enum,epaint::text::fonts,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::FontFamilySelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::FontFamilySelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
epaint::text::text_layout_types::TextWrapMode,Enum,epaint::text::text_layout_types,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::TextWrapModeSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::TextWrapModeSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
epaint::textures::TextureFilter,Enum,epaint::textures::TextureFilter,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::TextureFilterSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::TextureFilterSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
epaint::textures::TextureWrapMode,Enum,epaint::textures::TextureWrapMode,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::egui_types::trenchcoats::TextureWrapModeSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::egui_types::trenchcoats::TextureWrapModeSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
glam::f32::affine2::Affine2,Struct,glam::f32::affine2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::affine::BevyAffine2,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::affine::BevyAffine2),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
glam::f32::affine3a::Affine3A,Struct,glam::f32::affine3a,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::affine::BevyAffine3A,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::affine::BevyAffine3A),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
glam::f32::sse2::mat3a::Mat3A,Struct,glam::f32::sse2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::mat::BevyMat3A,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::mat::BevyMat3A),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
glam::f32::sse2::quat::Quat,Struct,glam::f32::sse2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::quat::BevyQuat,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::quat::BevyQuat),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
glam::f32::sse2::vec3a::Vec3A,Struct,glam::f32::sse2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::vec::BevyVec3A,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::vec::BevyVec3A),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
glam::f64::daffine2::DAffine2,Struct,glam::f64::daffine2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::affine::BevyDAffine2,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::affine::BevyDAffine2),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
glam::f64::daffine3::DAffine3,Struct,glam::f64::daffine3,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::affine::BevyDAffine3,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::affine::BevyDAffine3),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
glam::f64::dquat::DQuat,Struct,glam::f64::dquat,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::quat::BevyDQuat,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::quat::BevyDQuat),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
jiff::timestamp::Timestamp,Struct,jiff::timestamp::Timestamp,false,,,Complete,Missing,Missing,Covered,,true,true,false,direct,elicitation::verification::types::datetimes::TimestampAfter;elicitation::verification::types::datetimes::TimestampBefore,,false,,,absent,absent,absent,absent,absent,absent,absent,absent,false,,,,,
proj::proj::Area,Struct,proj::proj::Area,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::proj_types::area::ProjArea,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::proj_types::area::ProjArea),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
ratatui_core::layout::alignment::Alignment,TypeAlias,ratatui_core::layout::alignment,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::ratatui_types::trenchcoats::AlignmentSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::ratatui_types::trenchcoats::AlignmentSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
ratatui_core::layout::direction::Direction,Enum,ratatui_core::layout::direction,false,,,Missing,Covered,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::ratatui_types::trenchcoats::RatatuiDirectionSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::ratatui_types::trenchcoats::RatatuiDirectionSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
ratatui_core::style::color::Color,Enum,ratatui_core::style::color,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::ratatui_types::trenchcoats::ColorSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::ratatui_types::trenchcoats::ColorSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
ratatui_widgets::borders::BorderType,Enum,ratatui_widgets::borders::BorderType,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::ratatui_types::trenchcoats::BorderTypeSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::ratatui_types::trenchcoats::BorderTypeSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
ratatui_widgets::borders::Borders,Struct,ratatui_widgets::borders::Borders,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::ratatui_types::trenchcoats::BordersSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::ratatui_types::trenchcoats::BordersSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
ratatui_widgets::scrollbar::ScrollbarOrientation,Enum,ratatui_widgets::scrollbar::ScrollbarOrientation,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::ratatui_types::trenchcoats::ScrollbarOrientationSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::ratatui_types::trenchcoats::ScrollbarOrientationSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
reqwest::proxy::NoProxy,Struct,reqwest::proxy::NoProxy,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::http::proxy::ReqwestNoProxy,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::http::proxy::ReqwestNoProxy),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
reqwest::proxy::Proxy,Struct,reqwest::proxy::Proxy,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::http::proxy::ReqwestProxy,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::http::proxy::ReqwestProxy),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
reqwest::tls::Certificate,Struct,reqwest::tls::Certificate,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::http::tls::ReqwestCertificate,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::http::tls::ReqwestCertificate),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
reqwest::tls::Identity,Struct,reqwest::tls::Identity,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::http::tls::ReqwestIdentity,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::http::tls::ReqwestIdentity),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
reqwest::tls::TlsInfo,Struct,reqwest::tls::TlsInfo,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::http::tls::ReqwestTlsInfo,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::http::tls::ReqwestTlsInfo),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
rstar::aabb::AABB,Struct,rstar::aabb::AABB,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::rstar_types::aabb::RstarAabb,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::rstar_types::aabb::RstarAabb),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
rstar::primitives::line::Line,Struct,rstar::primitives::line,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::rstar_types::line::RstarLine,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::rstar_types::line::RstarLine),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
rstar::primitives::rectangle::Rectangle,Struct,rstar::primitives::rectangle,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::rstar_types::rectangle::RstarRectangle,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::rstar_types::rectangle::RstarRectangle),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
serde_json::value::Value,Enum,serde_json::value::Value,false,,,Complete,Missing,Missing,Covered,,true,true,false,direct,elicitation::verification::types::values::ValueArray;elicitation::verification::types::values::ValueNonNull;elicitation::verification::types::values::ValueObject,,false,,,absent,absent,absent,absent,absent,absent,absent,absent,false,,,,,
url::Url,Struct,url::Url,false,,,Complete,Covered,Missing,Covered,,true,true,false,direct,elicitation::verification::types::urls::UrlCanBeBase;elicitation::verification::types::urls::UrlHttp;elicitation::verification::types::urls::UrlHttps;elicitation::verification::types::urls::UrlValid;elicitation::verification::types::urls::UrlWithHost,,false,,,absent,absent,absent,absent,absent,absent,absent,absent,false,,,,,
url::parser::SyntaxViolation,Enum,url::parser::SyntaxViolation,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::url::SyntaxViolationSelect,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::url::SyntaxViolationSelect),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
uuid::Uuid,Struct,uuid::Uuid,false,,,Complete,Covered,Missing,Covered,,true,true,false,direct,elicitation::verification::types::uuids::UuidNonNil;elicitation::verification::types::uuids::UuidV4,,false,,,absent,absent,absent,absent,absent,absent,absent,absent,false,,,,,
wgpu_types::adapter::PowerPreference,Enum,wgpu_types::adapter::PowerPreference,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::wgpu_types::trenchcoats::WgpuPowerPreference,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::wgpu_types::trenchcoats::WgpuPowerPreference),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
