item_path,item_kind,status,shadow_item,drift_confidence,notes
bevy_gizmos::GizmoAsset,Struct,Missing,,,
bevy_gizmos::GizmoHandles,Struct,Missing,,,
bevy_gizmos::GizmoMeshSystems,Struct,Missing,,,
bevy_gizmos::GizmoPlugin,Struct,Missing,,,
bevy_gizmos::aabb::AabbGizmoConfigGroup,Struct,Covered,elicit_bevy::gizmos::AabbGizmoConfigGroup,,
bevy_gizmos::aabb::AabbGizmoPlugin,Struct,Missing,,,
bevy_gizmos::aabb::ShowAabbGizmo,Struct,Covered,elicit_bevy::gizmos::ShowAabbGizmo,,
bevy_gizmos::arcs::Arc2dBuilder,Struct,Missing,,,
bevy_gizmos::arcs::Arc3dBuilder,Struct,Missing,,,
bevy_gizmos::arrows::ArrowBuilder,Struct,Missing,,,
bevy_gizmos::circles::Ellipse2dBuilder,Struct,Missing,,,
bevy_gizmos::circles::EllipseBuilder,Struct,Missing,,,
bevy_gizmos::circles::SphereBuilder,Struct,Missing,,,
bevy_gizmos::config::DefaultGizmoConfigGroup,Struct,Drifted,elicit_bevy::gizmos::AabbGizmoConfigGroup,0.77,probable rename
bevy_gizmos::config::ErasedGizmoConfigGroup,Struct,Drifted,elicit_bevy::gizmos::AabbGizmoConfigGroup,0.80,probable rename
bevy_gizmos::config::GizmoConfig,Struct,Covered,elicit_bevy::gizmos::GizmoConfig,,
bevy_gizmos::config::GizmoConfigStore,Struct,Missing,,,
bevy_gizmos::config::GizmoLineConfig,Struct,Covered,elicit_bevy::gizmos::GizmoLineConfig,,
bevy_gizmos::config::GizmoLineJoint,Enum,Covered,elicit_bevy::gizmos::GizmoLineJoint,,
bevy_gizmos::config::GizmoLineStyle,Enum,Covered,elicit_bevy::gizmos::GizmoLineStyle,,
bevy_gizmos::config::GizmoMeshConfig,Struct,Drifted,elicit_bevy::gizmos::GizmoLineConfig,0.76,probable rename
bevy_gizmos::gizmos::GizmoBuffer,Struct,Missing,,,
bevy_gizmos::gizmos::GizmoBufferView,Struct,Missing,,,
bevy_gizmos::gizmos::GizmoStorage,Struct,Missing,,,
bevy_gizmos::gizmos::Gizmos,Struct,Missing,,,
bevy_gizmos::gizmos::GizmosFetchState,Struct,Missing,,,
bevy_gizmos::global::GlobalGizmosPlugin,Struct,Missing,,,
bevy_gizmos::grid::GridBuilder2d,Struct,Missing,,,
bevy_gizmos::grid::GridBuilder3d,Struct,Missing,,,
bevy_gizmos::light::LightGizmoColor,Enum,Covered,elicit_bevy::gizmos::LightGizmoColor,,
bevy_gizmos::light::LightGizmoConfigGroup,Struct,Covered,elicit_bevy::gizmos::LightGizmoConfigGroup,,
bevy_gizmos::light::LightGizmoPlugin,Struct,Missing,,,
bevy_gizmos::light::ShowLightGizmo,Struct,Covered,elicit_bevy::gizmos::ShowLightGizmo,,
bevy_gizmos::primitives::dim2::Annulus2dBuilder,Struct,Missing,,,
bevy_gizmos::primitives::dim2::Line2dBuilder,Struct,Missing,,,
bevy_gizmos::primitives::dim2::Segment2dBuilder,Struct,Missing,,,
bevy_gizmos::primitives::dim3::Capsule3dBuilder,Struct,Missing,,,
bevy_gizmos::primitives::dim3::Cone3dBuilder,Struct,Missing,,,
bevy_gizmos::primitives::dim3::ConicalFrustum3dBuilder,Struct,Missing,,,
bevy_gizmos::primitives::dim3::Cylinder3dBuilder,Struct,Missing,,,
bevy_gizmos::primitives::dim3::Plane3dBuilder,Struct,Missing,,,
bevy_gizmos::primitives::dim3::Torus3dBuilder,Struct,Missing,,,
bevy_gizmos::retained::Gizmo,Struct,Missing,,,
bevy_gizmos::rounded_box::RoundedCuboidBuilder,Struct,Missing,,,
bevy_gizmos::rounded_box::RoundedRectBuilder,Struct,Missing,,,
bevy_gizmos_render::DrawLineGizmo,Struct,Missing,,,
bevy_gizmos_render::DrawLineJointGizmo,Struct,Missing,,,
bevy_gizmos_render::GizmoRenderPlugin,Struct,Missing,,,
bevy_gizmos_render::GizmoRenderSystems,Enum,Missing,,,
bevy_gizmos_render::GpuLineGizmo,Struct,Missing,,,
bevy_gizmos_render::LineGizmoUniform,Struct,Missing,,,
bevy_gizmos_render::LineGizmoUniformBindgroup,Struct,Missing,,,
bevy_gizmos_render::LineGizmoUniformBindgroupLayout,Struct,Missing,,,
bevy_gizmos_render::SetLineGizmoBindGroup,Struct,Missing,,,
bevy_gizmos_render::pipeline_2d::LineGizmo2dPlugin,Struct,Missing,,,
bevy_gizmos_render::pipeline_2d::LineGizmoPipeline,Struct,Missing,,,
bevy_gizmos_render::pipeline_2d::LineGizmoPipelineKey,Struct,Missing,,,
bevy_gizmos_render::pipeline_2d::LineJointGizmoPipeline,Struct,Missing,,,
bevy_gizmos_render::pipeline_2d::LineJointGizmoPipelineKey,Struct,Missing,,,
bevy_gizmos_render::pipeline_3d::LineGizmo3dPlugin,Struct,Missing,,,
bevy_gizmos_render::pipeline_3d::LineGizmoPipeline,Struct,Missing,,,
bevy_gizmos_render::pipeline_3d::LineGizmoPipelineKey,Struct,Missing,,,
bevy_gizmos_render::pipeline_3d::LineGizmoPipelineSpecializer,Struct,Missing,,,
bevy_gizmos_render::pipeline_3d::LineJointGizmoPipeline,Struct,Missing,,,
bevy_gizmos_render::pipeline_3d::LineJointGizmoPipelineKey,Struct,Missing,,,
bevy_gltf::DefaultGltfImageSampler,Struct,Missing,,,
bevy_gltf::GltfPlugin,Struct,Missing,,,
bevy_gltf::assets::Gltf,Struct,Missing,,,
bevy_gltf::assets::GltfExtras,Struct,Missing,,,
bevy_gltf::assets::GltfMaterialExtras,Struct,Missing,,,
bevy_gltf::assets::GltfMaterialName,Struct,Missing,,,
bevy_gltf::assets::GltfMesh,Struct,Missing,,,
bevy_gltf::assets::GltfMeshExtras,Struct,Missing,,,
bevy_gltf::assets::GltfMeshName,Struct,Missing,,,
bevy_gltf::assets::GltfNode,Struct,Missing,,,
bevy_gltf::assets::GltfPrimitive,Struct,Missing,,,
bevy_gltf::assets::GltfSceneExtras,Struct,Missing,,,
bevy_gltf::assets::GltfSkin,Struct,Missing,,,
bevy_gltf::convert_coordinates::GltfConvertCoordinates,Struct,Missing,,,
bevy_gltf::convert_coordinates::_::deserialize::__Field,Enum,Missing,,,
bevy_gltf::convert_coordinates::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_gltf::convert_coordinates::_::deserialize::__Visitor,Struct,Missing,,,
bevy_gltf::label::GltfAssetLabel,Enum,Missing,,,
bevy_gltf::loader::AnimationContext,Struct,Missing,,,
bevy_gltf::loader::GltfError,Enum,Missing,,,
bevy_gltf::loader::GltfLoader,Struct,Missing,,,
bevy_gltf::loader::GltfLoaderSettings,Struct,Missing,,,
bevy_gltf::loader::MorphTargetNames,Struct,Missing,,,
bevy_gltf::loader::PrimitiveMorphAttributesIter,Struct,Missing,,,
bevy_gltf::loader::_::deserialize::__Field,Enum,Missing,,,
bevy_gltf::loader::_::deserialize::__Field,Enum,Missing,,,
bevy_gltf::loader::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_gltf::loader::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_gltf::loader::_::deserialize::__Visitor,Struct,Missing,,,
bevy_gltf::loader::_::deserialize::__Visitor,Struct,Missing,,,
bevy_gltf::loader::extensions::GltfExtensionHandlers,Struct,Missing,,,
bevy_gltf::loader::extensions::khr_materials_anisotropy::AnisotropyExtension,Struct,Missing,,,
bevy_gltf::loader::extensions::khr_materials_clearcoat::ClearcoatExtension,Struct,Missing,,,
bevy_gltf::loader::extensions::khr_materials_specular::SpecularExtension,Struct,Missing,,,
bevy_gltf::vertex_attributes::AccessFailed,Enum,Missing,,,
bevy_gltf::vertex_attributes::ConvertAttributeError,Enum,Missing,,,
bevy_gltf::vertex_attributes::Normalization,Struct,Missing,,,
bevy_image::compressed_image_saver::CompressedImageSaver,Struct,Missing,,,
bevy_image::compressed_image_saver::CompressedImageSaverError,Enum,Missing,,,
bevy_image::dynamic_texture_atlas_builder::DynamicTextureAtlasBuilderError,Enum,Missing,,,
bevy_image::exr_texture_loader::ExrTextureLoader,Struct,Missing,,,
bevy_image::exr_texture_loader::ExrTextureLoaderError,Enum,Missing,,,
bevy_image::exr_texture_loader::ExrTextureLoaderSettings,Struct,Missing,,,
bevy_image::exr_texture_loader::_::deserialize::__Field,Enum,Missing,,,
bevy_image::exr_texture_loader::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::exr_texture_loader::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::hdr_texture_loader::HdrTextureLoader,Struct,Missing,,,
bevy_image::hdr_texture_loader::HdrTextureLoaderError,Enum,Missing,,,
bevy_image::hdr_texture_loader::HdrTextureLoaderSettings,Struct,Missing,,,
bevy_image::hdr_texture_loader::_::deserialize::__Field,Enum,Missing,,,
bevy_image::hdr_texture_loader::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::hdr_texture_loader::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image::CompressedImageFormatSupport,Struct,Missing,,,
bevy_image::image::CompressedImageFormats,Struct,Missing,,,
bevy_image::image::DataFormat,Enum,Missing,,,
bevy_image::image::Image,Struct,Missing,,,
bevy_image::image::ImageAddressMode,Enum,Covered,elicit_bevy::image::ImageAddressMode,,
bevy_image::image::ImageCompareFunction,Enum,Covered,elicit_bevy::image::ImageCompareFunction,,
bevy_image::image::ImageFilterMode,Enum,Covered,elicit_bevy::image::ImageFilterMode,,
bevy_image::image::ImageFormat,Enum,Missing,,,
bevy_image::image::ImagePlugin,Struct,Missing,,,
bevy_image::image::ImageSampler,Enum,Covered,elicit_bevy::image::ImageSampler,,
bevy_image::image::ImageSamplerBorderColor,Enum,Covered,elicit_bevy::image::ImageSamplerBorderColor,,
bevy_image::image::ImageSamplerDescriptor,Struct,Covered,elicit_bevy::image::ImageSamplerDescriptor,,
bevy_image::image::ImageType,Enum,Missing,,,
bevy_image::image::TextureAccessError,Enum,Missing,,,
bevy_image::image::TextureError,Enum,Missing,,,
bevy_image::image::TextureReinterpretationError,Enum,Missing,,,
bevy_image::image::TranscodeFormat,Enum,Missing,,,
bevy_image::image::_::InternalBitFlags,Struct,Missing,,,
bevy_image::image::_::deserialize::__Field,Enum,Missing,,,
bevy_image::image::_::deserialize::__Field,Enum,Missing,,,
bevy_image::image::_::deserialize::__Field,Enum,Missing,,,
bevy_image::image::_::deserialize::__Field,Enum,Missing,,,
bevy_image::image::_::deserialize::__Field,Enum,Missing,,,
bevy_image::image::_::deserialize::__Field,Enum,Missing,,,
bevy_image::image::_::deserialize::__Field,Enum,Missing,,,
bevy_image::image::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image_loader::FileTextureError,Struct,Missing,,,
bevy_image::image_loader::ImageArrayLayout,Enum,Missing,,,
bevy_image::image_loader::ImageFormatSetting,Enum,Missing,,,
bevy_image::image_loader::ImageLoader,Struct,Drifted,elicit_bevy::ui::ImageNode,0.75,probable rename
bevy_image::image_loader::ImageLoaderError,Enum,Missing,,,
bevy_image::image_loader::ImageLoaderSettings,Struct,Missing,,,
bevy_image::image_loader::_::deserialize::__Field,Enum,Missing,,,
bevy_image::image_loader::_::deserialize::__Field,Enum,Missing,,,
bevy_image::image_loader::_::deserialize::__Field,Enum,Missing,,,
bevy_image::image_loader::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::image_loader::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::image_loader::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::image_loader::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image_loader::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image_loader::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::image_loader::_::deserialize::visit_enum::__Field,Enum,Missing,,,
bevy_image::image_loader::_::deserialize::visit_enum::__Field,Enum,Missing,,,
bevy_image::image_loader::_::deserialize::visit_enum::__FieldVisitor,Struct,Missing,,,
bevy_image::image_loader::_::deserialize::visit_enum::__FieldVisitor,Struct,Missing,,,
bevy_image::image_loader::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_image::image_loader::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_image::image_texture_conversion::IntoDynamicImageError,Enum,Missing,,,
bevy_image::serialized_image::SerializedImage,Struct,Missing,,,
bevy_image::serialized_image::SerializedTextureDataOrder,Enum,Missing,,,
bevy_image::serialized_image::SerializedTextureViewDescriptor,Struct,Missing,,,
bevy_image::serialized_image::_::deserialize::__Field,Enum,Missing,,,
bevy_image::serialized_image::_::deserialize::__Field,Enum,Missing,,,
bevy_image::serialized_image::_::deserialize::__Field,Enum,Missing,,,
bevy_image::serialized_image::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::serialized_image::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::serialized_image::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::serialized_image::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::serialized_image::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::serialized_image::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::texture_atlas::TextureAtlas,Struct,Missing,,,
bevy_image::texture_atlas::TextureAtlasLayout,Struct,Missing,,,
bevy_image::texture_atlas::TextureAtlasPlugin,Struct,Missing,,,
bevy_image::texture_atlas::TextureAtlasSources,Struct,Missing,,,
bevy_image::texture_atlas::_::deserialize::__Field,Enum,Missing,,,
bevy_image::texture_atlas::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_image::texture_atlas::_::deserialize::__Visitor,Struct,Missing,,,
bevy_image::texture_atlas_builder::TextureAtlasBuilder,Struct,Missing,,,
bevy_image::texture_atlas_builder::TextureAtlasBuilderError,Enum,Missing,,,
bevy_input::ButtonState,Enum,Covered,elicit_bevy::input::ButtonState,,
bevy_input::InputPlugin,Struct,Missing,,,
bevy_input::InputSystems,Struct,Missing,,,
bevy_input::_::deserialize::__Field,Enum,Missing,,,
bevy_input::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::axis::Axis,Struct,Missing,,,
bevy_input::button_input::ButtonInput,Struct,Missing,,,
bevy_input::gamepad::AxisSettings,Struct,Missing,,,
bevy_input::gamepad::AxisSettingsError,Enum,Missing,,,
bevy_input::gamepad::ButtonAxisSettings,Struct,Missing,,,
bevy_input::gamepad::ButtonSettings,Struct,Missing,,,
bevy_input::gamepad::ButtonSettingsError,Enum,Missing,,,
bevy_input::gamepad::Gamepad,Struct,Missing,,,
bevy_input::gamepad::GamepadAxis,Enum,Covered,elicit_bevy::input::GamepadAxis,,
bevy_input::gamepad::GamepadAxisChangedEvent,Struct,Missing,,,
bevy_input::gamepad::GamepadButton,Enum,Covered,elicit_bevy::input::GamepadButton,,
bevy_input::gamepad::GamepadButtonChangedEvent,Struct,Missing,,,
bevy_input::gamepad::GamepadButtonStateChangedEvent,Struct,Missing,,,
bevy_input::gamepad::GamepadConnection,Enum,Covered,elicit_bevy::input::GamepadConnection,,
bevy_input::gamepad::GamepadConnectionEvent,Struct,Drifted,elicit_bevy::input::GamepadConnection,0.75,probable rename
bevy_input::gamepad::GamepadEvent,Enum,Missing,,,
bevy_input::gamepad::GamepadInput,Enum,Covered,elicit_bevy::input::GamepadInput,,
bevy_input::gamepad::GamepadRumbleIntensity,Struct,Covered,elicit_bevy::input::GamepadRumbleIntensity,,
bevy_input::gamepad::GamepadRumbleRequest,Enum,Missing,,,
bevy_input::gamepad::GamepadSettings,Struct,Missing,,,
bevy_input::gamepad::RawGamepadAxisChangedEvent,Struct,Missing,,,
bevy_input::gamepad::RawGamepadButtonChangedEvent,Struct,Missing,,,
bevy_input::gamepad::RawGamepadEvent,Enum,Missing,,,
bevy_input::gamepad::ScaledAxisPosition,Enum,Missing,,,
bevy_input::gamepad::ScaledAxisWithDeadZonePosition,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::visit_enum::__Field,Enum,Missing,,,
bevy_input::gamepad::_::deserialize::visit_enum::__FieldVisitor,Struct,Missing,,,
bevy_input::gamepad::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_input::gestures::DoubleTapGesture,Struct,Missing,,,
bevy_input::gestures::PanGesture,Struct,Missing,,,
bevy_input::gestures::PinchGesture,Struct,Missing,,,
bevy_input::gestures::RotationGesture,Struct,Missing,,,
bevy_input::gestures::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gestures::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gestures::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::gestures::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::keyboard::Key,Enum,Missing,,,
bevy_input::keyboard::KeyCode,Enum,Covered,elicit_bevy::input::KeyCode,,
bevy_input::keyboard::KeyboardFocusLost,Struct,Missing,,,
bevy_input::keyboard::KeyboardInput,Struct,Missing,,,
bevy_input::keyboard::NativeKey,Enum,Missing,,,
bevy_input::keyboard::NativeKeyCode,Enum,Missing,,,
bevy_input::keyboard::_::deserialize::__Field,Enum,Missing,,,
bevy_input::keyboard::_::deserialize::__Field,Enum,Missing,,,
bevy_input::keyboard::_::deserialize::__Field,Enum,Missing,,,
bevy_input::keyboard::_::deserialize::__Field,Enum,Missing,,,
bevy_input::keyboard::_::deserialize::__Field,Enum,Missing,,,
bevy_input::keyboard::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::keyboard::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::keyboard::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::keyboard::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::keyboard::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::keyboard::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::keyboard::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::keyboard::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::keyboard::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::keyboard::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::keyboard::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::mouse::AccumulatedMouseMotion,Struct,Missing,,,
bevy_input::mouse::AccumulatedMouseScroll,Struct,Missing,,,
bevy_input::mouse::MouseButton,Enum,Covered,elicit_bevy::input::MouseButton,,
bevy_input::mouse::MouseButtonInput,Struct,Missing,,,
bevy_input::mouse::MouseMotion,Struct,Drifted,elicit_bevy::input::MouseButton,0.75,probable rename
bevy_input::mouse::MouseScrollUnit,Enum,Covered,elicit_bevy::input::MouseScrollUnit,,
bevy_input::mouse::MouseWheel,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__Field,Enum,Missing,,,
bevy_input::mouse::_::deserialize::__Field,Enum,Missing,,,
bevy_input::mouse::_::deserialize::__Field,Enum,Missing,,,
bevy_input::mouse::_::deserialize::__Field,Enum,Missing,,,
bevy_input::mouse::_::deserialize::__Field,Enum,Missing,,,
bevy_input::mouse::_::deserialize::__Field,Enum,Missing,,,
bevy_input::mouse::_::deserialize::__Field,Enum,Missing,,,
bevy_input::mouse::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::mouse::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::touch::ForceTouch,Enum,Missing,,,
bevy_input::touch::Touch,Struct,Missing,,,
bevy_input::touch::TouchInput,Struct,Missing,,,
bevy_input::touch::TouchPhase,Enum,Covered,elicit_bevy::input::TouchPhase,,
bevy_input::touch::Touches,Struct,Missing,,,
bevy_input::touch::_::deserialize::__Field,Enum,Missing,,,
bevy_input::touch::_::deserialize::__Field,Enum,Missing,,,
bevy_input::touch::_::deserialize::__Field,Enum,Missing,,,
bevy_input::touch::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::touch::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::touch::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_input::touch::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::touch::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::touch::_::deserialize::__Visitor,Struct,Missing,,,
bevy_input::touch::_::deserialize::visit_enum::__Field,Enum,Missing,,,
bevy_input::touch::_::deserialize::visit_enum::__FieldVisitor,Struct,Missing,,,
bevy_input::touch::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_input_focus::AcquireFocus,Struct,Missing,,,
bevy_input_focus::FocusedInput,Struct,Missing,,,
bevy_input_focus::InputDispatchPlugin,Struct,Missing,,,
bevy_input_focus::InputFocus,Struct,Missing,,,
bevy_input_focus::InputFocusSystems,Enum,Missing,,,
bevy_input_focus::InputFocusVisible,Struct,Covered,elicit_bevy::input_focus::InputFocusVisible,,
bevy_input_focus::IsFocusedHelper,Struct,Missing,,,
bevy_input_focus::WindowTraversal,Struct,Missing,,,
bevy_input_focus::WindowTraversalItem,Struct,Missing,,,
bevy_input_focus::_::FetchState,Struct,Missing,,,
bevy_input_focus::_::WindowTraversalFetch,Struct,Missing,,,
bevy_input_focus::_::WindowTraversalState,Struct,Missing,,,
bevy_input_focus::autofocus::AutoFocus,Struct,Covered,elicit_bevy::input_focus::AutoFocus,,
bevy_input_focus::directional_navigation::AutoNavigationConfig,Struct,Covered,elicit_bevy::input_focus::AutoNavigationConfig,,
bevy_input_focus::directional_navigation::DirectionalNavigation,Struct,Drifted,elicit_bevy::ui::AutoDirectionalNavigation,0.81,probable rename
bevy_input_focus::directional_navigation::DirectionalNavigationError,Enum,Missing,,,
bevy_input_focus::directional_navigation::DirectionalNavigationMap,Struct,Missing,,,
bevy_input_focus::directional_navigation::DirectionalNavigationPlugin,Struct,Missing,,,
bevy_input_focus::directional_navigation::FocusableArea,Struct,Missing,,,
bevy_input_focus::directional_navigation::NavNeighbors,Struct,Missing,,,
bevy_input_focus::directional_navigation::_::FetchState,Struct,Missing,,,
bevy_input_focus::tab_navigation::NavAction,Enum,Missing,,,
bevy_input_focus::tab_navigation::TabGroup,Struct,Covered,elicit_bevy::input_focus::TabGroup,,
bevy_input_focus::tab_navigation::TabIndex,Struct,Covered,elicit_bevy::input_focus::TabIndex,,
bevy_input_focus::tab_navigation::TabNavigation,Struct,Missing,,,
bevy_input_focus::tab_navigation::TabNavigationError,Enum,Missing,,,
bevy_input_focus::tab_navigation::TabNavigationPlugin,Struct,Missing,,,
bevy_internal::default_plugins::DefaultPlugins,Struct,Missing,,,
bevy_internal::default_plugins::IgnoreAmbiguitiesPlugin,Struct,Missing,,,
bevy_internal::default_plugins::MinimalPlugins,Struct,Missing,,,
bevy_light::LightPlugin,Struct,Missing,,,
bevy_light::NotShadowCaster,Struct,Missing,,,
bevy_light::NotShadowReceiver,Struct,Missing,,,
bevy_light::ShadowFilteringMethod,Enum,Covered,elicit_bevy::light::ShadowFilteringMethod,,
bevy_light::SimulationLightSystems,Enum,Missing,,,
bevy_light::TransmittedShadowReceiver,Struct,Missing,,,
bevy_light::ambient_light::AmbientLight,Struct,Covered,elicit_bevy::light::AmbientLight,,
bevy_light::ambient_light::GlobalAmbientLight,Struct,Covered,elicit_bevy::light::GlobalAmbientLight,,
bevy_light::cascade::Cascade,Struct,Missing,,,
bevy_light::cascade::CascadeShadowConfig,Struct,Missing,,,
bevy_light::cascade::CascadeShadowConfigBuilder,Struct,Missing,,,
bevy_light::cascade::Cascades,Struct,Missing,,,
bevy_light::cluster::ClusterConfig,Enum,Missing,,,
bevy_light::cluster::ClusterFarZMode,Enum,Missing,,,
bevy_light::cluster::ClusterZConfig,Struct,Missing,,,
bevy_light::cluster::ClusterableObjectCounts,Struct,Missing,,,
bevy_light::cluster::ClusteredDecal,Struct,Missing,,,
