item_path,item_kind,status,shadow_item,drift_confidence,notes
elicit_bevy::app_plugin::BevyAppSetRunnerParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::app_plugin::BevyDefaultPluginsDescriptor,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::app_plugin::BevyPluginGroupParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::app_plugin::BevyPluginStructParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::app_plugin::BevyScheduleDescriptor,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::app_plugin::BevyStateHook,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::app_plugin::BevyStateMachineParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::audio::DecreaseByPercentageParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::audio::DecreaseByPercentageParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::audio::FadeTowardsParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::audio::FadeTowardsParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::audio::FromDbVolumeParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::audio::FromDbVolumeParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::audio::FromLinearVolumeParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::audio::FromLinearVolumeParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::audio::IncreaseByPercentageParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::audio::IncreaseByPercentageParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::audio::ScaleToFactorParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::audio::ScaleToFactorParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::audio::WithModeParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::audio::WithModeParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::audio::WithSpeedParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::audio::WithSpeedParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::audio::WithVolumeParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::audio::WithVolumeParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::ColorWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::ColorWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::FromHexParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::FromHexParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaLerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaLerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaRotateHueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaRotateHueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaWithHueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaWithHueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaWithLightnessParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaWithLightnessParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaWithSaturationParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HslaWithSaturationParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HsvaLerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HsvaLerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HsvaRotateHueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HsvaRotateHueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HsvaWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HsvaWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HsvaWithHueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HsvaWithHueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HsvaWithSaturationParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HsvaWithSaturationParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HwbaLerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HwbaLerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HwbaRotateHueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HwbaRotateHueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HwbaWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HwbaWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::HwbaWithHueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::HwbaWithHueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LabaLerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LabaLerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LabaWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LabaWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LabaWithLightnessParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LabaWithLightnessParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaLerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaLerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaRotateHueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaRotateHueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaWithChromaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaWithChromaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaWithHueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaWithHueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaWithLightnessParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LchaWithLightnessParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaLerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaLerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaWithBlueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaWithBlueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaWithGreenParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaWithGreenParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaWithRedParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearRgbaWithRedParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearSlowTransitionParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::LinearSlowTransitionParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklabaLerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklabaLerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklabaWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklabaWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklabaWithLightnessParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklabaWithLightnessParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaLerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaLerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaRotateHueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaRotateHueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaWithChromaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaWithChromaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaWithHueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaWithHueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaWithLightnessParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::OklchaWithLightnessParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbFromHexParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbFromHexParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaLerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaLerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaWithBlueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaWithBlueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaWithGreenParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaWithGreenParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaWithRedParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::SrgbaWithRedParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithAParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithAParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithBParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithBParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithBlacknessParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithBlacknessParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithValueParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithValueParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithWhitenessParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithWhitenessParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithXParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithXParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithYParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithYParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithZParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::WithZParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::XyzaLerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::XyzaLerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::color::XyzaWithAlphaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::color::XyzaWithAlphaParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::AssetDeriveParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::BevyDerivePlugin,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::BundleDeriveParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::ComponentDeriveParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::EnumVariantSpec,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::EventDeriveParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::ItemShape,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::ItemTemplate,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::NamedFieldSpec,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::ReflectDeriveParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::ResourceDeriveParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::ScheduleLabelDeriveParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::StatesDeriveParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::derive_plugin::SystemSetDeriveParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs::entity::FromBitsConstructorParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs::entity::FromBitsConstructorParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::ecs::entity::FromRawConstructorParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs::entity::FromRawConstructorParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::AddEventParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::AddPluginsParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::AddSystemsParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::BevyEcsPlugin,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::ChainParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::DespawnParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::InSetParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::InitResourceParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::ObserverParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::PipeParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::QueryForParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::QueryItemSpec,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::RegisterTypeParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::RunCriteriaParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::SpawnBundleParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::TriggerParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::ecs_plugin::WithChildrenParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::light::DirectionalLightWithShadowsParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::light::DirectionalLightWithShadowsParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::light::NewAmbientParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::light::NewAmbientParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::light::NewDirectionalParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::light::NewDirectionalParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::light::NewPointParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::light::NewPointParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::light::PointLightWithShadowsParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::light::PointLightWithShadowsParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::light::WithBrightnessParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::light::WithBrightnessParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::light::WithGeneratedIntensityParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::light::WithGeneratedIntensityParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::light::WithGlobalBrightnessParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::light::WithGlobalBrightnessParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::light::WithIntensityParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::light::WithIntensityParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::Affine2FromScaleParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::Affine2FromScaleParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::Affine2FromTranslationParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::Affine2FromTranslationParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::Affine3A,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::Affine3AFromScaleParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::Affine3AFromScaleParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::Affine3AFromTranslationParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::Affine3AFromTranslationParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::DAffine2,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::DAffine3,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::FromAngleParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::affine::FromAngleParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::dir::Dir2TryNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::dir::Dir2TryNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::dir::Dir3ATryNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::dir::Dir3ATryNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::dir::Dir3TryNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::dir::Dir3TryNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::isometry::Isometry2dNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::isometry::Isometry2dNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::isometry::Isometry3dNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::isometry::Isometry3dNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::DMat2,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::DMat3,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::DMat4,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::Mat2,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::Mat3,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::Mat3A,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::Mat4,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::OrthographicRhParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::OrthographicRhParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::PerspectiveRhParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::mat::PerspectiveRhParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::DQuat,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::DQuatFromRotationYParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::DQuatFromRotationYParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::FromRotationXParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::FromRotationXParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::FromRotationZParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::FromRotationZParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::Quat,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::QuatFromRotationYParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::QuatFromRotationYParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::SlerpParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::quat::SlerpParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::ray::Ray2dGetPointParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::ray::Ray2dGetPointParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::ray::Ray2dNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::ray::Ray2dNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::ray::Ray3dGetPointParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::ray::Ray3dGetPointParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::ray::Ray3dNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::ray::Ray3dNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::rect::ContainsParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::rect::ContainsParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::rect::FromCenterHalfSizeParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::rect::FromCenterHalfSizeParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::rect::IRectNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::rect::IRectNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::rect::RectNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::rect::RectNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::rect::URectNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::rect::URectNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::rotation::FromDegreesParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::rotation::FromDegreesParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::rotation::FromRadiansParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::rotation::FromRadiansParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::AnnulusNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::AnnulusNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::Capsule2dNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::Capsule2dNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::Capsule3dNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::Capsule3dNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::CircleNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::CircleNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::ConeNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::ConeNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::CuboidNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::CuboidNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::CylinderNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::CylinderNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::EllipseNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::EllipseNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::FromSizeParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::FromSizeParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::Plane2dNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::Plane2dNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::RectangleNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::RectangleNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::RegularPolygonNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::RegularPolygonNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::RhombusNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::RhombusNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::SphereNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::SphereNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::TorusNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::TorusNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::Triangle2dNewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::shapes::Triangle2dNewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::ClampParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::ClampParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::CrossParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::CrossParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::DVec2,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::DVec2NewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::DVec2NewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::DVec3,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::DVec3NewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::DVec3NewParamsStyle,Enum,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::DVec4,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::DVec4NewParams,Struct,Extra,,,"in shadow, not in target"
elicit_bevy::math::vec::DVec4NewParamsStyle,Enum,Extra,,,"in shadow, not in target"
